area_m2,number_rooms,bathrooms,condominium fees,condition_encoded,heating_encoded,Energy Efficiency Encoded,grid_cell_encoded,price_euro,total_features
82.40649581421764,3.0,1.0,217.65109683710511,3,3,5,25,557663.1178734605,
95.34882057536402,1.0,3.0,87.37749265941612,2,4,5,36,595612.3506143547,
140.48864023580205,3.0,1.0,126.88184534803908,0,3,5,42,731321.4848081777,
118.13224108784868,2.0,2.0,128.2692642857705,2,6,5,20,737932.7963691134,
27.04392917299633,2.0,1.0,116.12968633460812,2,4,5,49,168934.42548505243,
62.33633744531051,3.0,2.0,155.54820690431325,0,0,9,24,324495.29571566376,
21.48007059407972,1.0,1.0,264.04327741770135,0,1,8,24,111815.71046798148,
43.60414392117002,3.0,2.0,186.1893745166974,1,9,6,21,249682.19455299672,
64.2587218792583,4.0,2.0,140.86257506855588,3,1,4,15,434853.0882145356,
141.11412205669885,2.0,1.0,171.00634911005886,1,3,7,32,808035.2120026345,
51.81042081373579,1.0,1.0,90.82267009269842,1,1,5,39,296672.2519051051,
104.89981765115773,2.0,1.0,261.3401455424339,0,7,6,42,546061.875693218,
80.9921221715573,2.0,1.0,161.75405026244204,0,5,7,4,421609.02792462317,
93.40540012481115,2.0,1.0,246.97853155466646,3,1,8,32,632095.1539700517,
46.74026147450368,1.0,1.0,255.3921847072584,2,9,9,10,291970.85855041706,
149.38406128352764,1.0,1.0,85.45041070968125,2,2,8,1,933152.5167117784,
28.414072031879854,3.0,2.0,197.91201123890585,0,9,7,30,147911.0432909249,
139.417590955705,2.0,2.0,84.69476478583151,2,4,4,42,870895.2933558722,
43.79175624244628,2.0,1.0,229.53195969612548,1,6,5,21,250756.4836431833,
38.246402645068216,2.0,3.0,244.13735424172793,0,3,6,35,199093.79095716192,
98.06138653088811,1.0,1.0,209.30395975355242,1,1,4,29,561510.4434616506,
144.23878373666025,3.0,1.0,209.38448973168525,0,6,4,44,750843.0668285326,
67.38910878766472,1.0,2.0,180.23388021910364,3,6,9,6,456037.1138941108,
146.26964328689706,2.0,3.0,101.36059313931955,2,6,6,19,913697.7839465985,
97.70742063738467,2.0,2.0,246.26412862121998,3,9,8,27,661207.8852965476,
67.23475223507856,2.0,1.0,191.02784793274674,2,9,7,5,419993.12188719225,
102.10308351599143,4.0,1.0,145.9548976307838,3,9,9,44,690954.3153781135,
113.08769481593968,1.0,1.0,155.00941666289225,2,5,4,2,706421.1946034705,
81.22980414246092,4.0,1.0,77.50707454119264,2,0,4,32,507415.5536826376,
66.91682149650723,3.0,1.0,222.60266244525693,2,8,5,32,418007.1143687945,
83.40806738237856,1.0,1.0,234.41139705073675,0,7,9,27,434185.36602446873,
158.68523648165447,4.0,1.0,200.8323344902155,2,5,9,7,991253.8627987339,
135.67526256590247,2.0,1.0,186.0762145493561,0,5,5,37,706265.1777744903,
137.86962796962712,2.0,2.0,142.78238678199523,2,9,8,42,861225.6837347114,
75.66810148125035,1.0,1.0,126.25888178061106,0,4,7,46,393894.5400496633,
106.3931430597207,3.0,1.0,108.40319242757974,1,2,8,22,609219.0112152349,
44.96488863254966,4.0,1.0,114.58484392666573,0,6,8,24,234067.24603353714,
82.38327122081944,1.0,1.0,109.48301305076502,3,1,5,30,557505.9518753458,
135.50139819891936,3.0,1.0,156.51871490840182,1,8,8,14,775896.1287823822,
110.45210649078166,4.0,1.0,161.0874319045008,0,9,7,16,574964.626203596,
140.83753775195237,3.0,1.0,76.27195382246515,2,0,8,35,879765.2284421875,
93.83982325399604,3.0,1.0,261.9942696349028,3,7,6,6,635034.9920775202,
34.254780282012774,4.0,1.0,176.01526192610532,2,5,7,9,213978.2126347501,
32.940659514682416,1.0,1.0,208.87833669982075,2,6,9,22,205769.3375328067,
63.9489959357339,2.0,2.0,219.81353372331174,0,5,6,1,332890.07980443735,
63.77167336652932,3.0,1.0,273.7803535572601,3,3,7,6,431557.1224113493,
144.71627651930083,3.0,2.0,253.32685641268287,3,2,9,37,979327.2869256923,
77.62427497062328,2.0,2.0,273.5792556886762,3,2,8,25,525300.7639152164,
76.16415542670067,3.0,2.0,134.6628650610133,3,8,8,8,515419.8096374424,
27.99349113941692,3.0,1.0,88.10183329464998,2,7,5,30,174866.0230807115,
149.0232696932652,1.0,1.0,105.77161559723388,2,4,7,41,930898.7717167026,
64.9530456481271,4.0,1.0,237.74359189259812,0,0,4,1,338116.71681406436,
50.60642210230576,1.0,1.0,240.5563740785056,0,3,5,37,263434.5644642102,
29.808199852933015,1.0,1.0,177.91947755049833,2,8,9,22,186201.9044897883,
104.05912500828535,3.0,1.0,103.37541657699656,0,3,4,47,541685.6030577878,
89.5202374109341,1.0,1.0,254.3059298704212,0,8,6,14,466002.609419954,
109.88590740437193,3.0,1.0,219.8678590410419,2,6,5,5,686420.6941791993,
109.296583469702,1.0,1.0,202.89376112898663,0,5,8,26,568949.486402345,
126.38662758102984,1.0,2.0,193.68179734139505,2,8,6,48,789495.2017813235,
68.47506212553424,1.0,1.0,104.78626311436278,0,7,5,41,356450.7708376,
155.22075145674393,1.0,2.0,202.55326047584387,2,3,7,7,969612.3778081124,
60.57611835181325,1.0,1.0,184.06932031586734,1,5,8,36,346865.6143078098,
130.63843330118334,3.0,1.0,222.0782027487535,3,2,9,8,884059.3852344439,
116.06859912345305,4.0,1.0,82.50955817764121,0,0,4,25,604201.5931544135,
159.56004117345756,4.0,1.0,232.9858158935694,3,0,5,19,1079778.349626853,
135.57127264728348,2.0,2.0,244.90749578575407,1,3,7,47,776296.2376720848,
102.89397761326461,2.0,1.0,237.81172995851148,1,6,5,18,589182.3993428712,
137.445084907521,4.0,2.0,185.11865430193066,3,6,5,16,930121.5132204001,
157.61075747733793,2.0,1.0,166.29956573124022,0,3,9,5,820451.6250324879,
117.52014583312477,3.0,1.0,185.13638608582653,3,8,9,45,795285.011099053,
77.95956293909256,1.0,1.0,182.94656242604157,3,5,6,11,527569.7323021694,
141.37790446530522,2.0,1.0,79.92610785844458,0,5,6,7,735950.5995580642,
43.52280248943971,2.0,2.0,89.75515708563746,3,4,9,23,294528.5016070816,
49.12682089454311,3.0,1.0,128.9139850876413,3,6,6,44,332452.1427658534,
31.99247983067666,2.0,1.0,142.29987125806588,2,7,9,13,199846.37459537777,
140.53443430433623,2.0,3.0,228.06395089000307,3,9,8,31,951027.8289156154,
131.15850870546097,4.0,1.0,84.22957727114809,2,0,7,14,819303.5551120102,
102.17421304273566,1.0,2.0,172.26691790619356,2,5,9,1,638248.305908039,
159.79652950635315,1.0,1.0,114.26582343920788,0,6,9,42,831829.7837436022,
129.76046400884138,2.0,1.0,259.1016995776696,3,6,7,4,878117.9714159461,
76.48532587945445,2.0,2.0,121.18115390296893,3,0,6,6,517593.2416500751,
93.1856642349924,3.0,1.0,229.54552703755508,0,2,7,15,485083.19403467304,
119.3939368275108,2.0,2.0,116.57729966334334,1,3,5,47,683663.0072891213,
140.09497011096346,1.0,1.0,222.3350882827495,1,7,8,34,802199.4342184358,
75.44766356198235,2.0,1.0,139.8678125486824,0,0,9,23,392747.03811529686,
78.77521753355094,1.0,1.0,215.3666326559915,3,2,8,4,533089.4486759725,
105.27361438630022,3.0,2.0,250.22226106792976,3,1,9,10,712410.0041922156,
96.37598612797069,4.0,1.0,215.5079073947866,0,4,8,9,501690.5933224223,
52.28675250037041,2.0,1.0,214.75531714811927,0,9,5,16,272181.61845817283,
80.07395998935112,3.0,1.0,125.02508348596521,0,5,5,12,416829.48326351243,
113.36504328525683,3.0,2.0,250.00012411277828,0,4,9,5,590128.0818261459,
41.619121654100766,1.0,1.0,258.39344568728103,2,4,9,28,259980.8023772098,
145.2269748370399,1.0,3.0,132.74676160056444,2,1,4,33,907184.5811341946,
64.04004542905582,1.0,1.0,161.01150249963717,3,3,6,47,433373.25595349225,
130.29732473969682,2.0,3.0,158.20390626056513,3,2,9,2,881751.0275976775,
132.48949054197809,4.0,2.0,135.38891287299248,0,2,6,46,689681.4630849165,
130.59576426801993,3.0,3.0,105.92707542267192,1,1,4,7,747805.921398539,
124.30397073668111,3.0,1.0,211.83363536488022,1,1,5,11,711778.4094396051,
144.2249873847091,2.0,1.0,83.63995234797824,1,2,6,3,825848.3740603655,
70.0579350489109,2.0,1.0,266.7486388285829,3,6,7,19,474097.6558356641,
89.1917963741581,2.0,1.0,179.51949156661038,2,2,6,1,557151.4694504272,
67.57816626825657,1.0,1.0,146.30764708567688,3,2,8,35,457316.5079885016,
47.18281933357249,2.0,2.0,95.09393345638613,1,5,7,32,270174.08936411544,
87.73272483440672,3.0,1.0,124.0423059269341,0,9,6,33,456697.61259326997,
158.12104894068793,2.0,3.0,149.27587535360888,2,9,4,25,987729.5709885714,
60.91282938043821,2.0,1.0,130.95839491214034,1,8,8,10,348793.6592365043,
74.57615015541515,3.0,1.0,126.23089989537166,1,2,8,6,427031.3588951714,
68.85797066396341,3.0,1.0,81.68614455463954,1,4,7,4,394288.4249470876,
110.87339787589502,3.0,1.0,265.28139261485813,1,9,6,20,634873.4503135319,
153.68626205767254,2.0,1.0,198.89762634791705,3,1,5,21,1040029.1776344727,
74.98395531812815,3.0,2.0,166.79257076161588,1,5,7,42,429366.4967701473,
141.20002993515936,1.0,1.0,148.31245391446805,3,8,7,30,955532.0628483942,
107.86328192752764,2.0,1.0,177.09471281675744,2,5,5,34,673786.0259430724,
36.99782245354948,1.0,3.0,182.75460746516632,1,7,9,38,211853.66052787993,
31.70946716976577,3.0,1.0,209.03030632297163,2,9,9,24,198078.4886875964,
137.85283190811907,3.0,1.0,163.33986363268383,3,3,8,31,932880.8280221084,
154.96886585570294,1.0,1.0,188.76791035921912,1,7,4,13,887369.0212607351,
59.17258136276361,4.0,1.0,271.99250843281976,1,5,7,23,338828.8048661255,
72.42704688656806,3.0,1.0,201.25962483331847,0,0,4,11,377023.04884191096,
151.90852676730051,1.0,1.0,241.5025851474564,2,0,6,46,948922.0124618209,
30.15668674569868,2.0,1.0,176.672209184088,0,6,5,27,156982.32177877653,
109.89658358457383,2.0,1.0,134.57239980215027,3,4,9,1,743694.6667842808,
108.26545136062,2.0,1.0,76.75201419835787,3,3,8,3,732656.4315980076,
94.36728658773507,3.0,3.0,94.65980104015799,2,5,8,9,589481.0344423054,
137.24285044064044,2.0,1.0,272.7336169674516,2,9,8,32,857310.4130989625,
57.32004968791462,2.0,1.0,79.85299759786379,3,0,6,16,387897.54751480604,
106.14203387246923,3.0,1.0,196.14219343218093,2,4,5,40,663033.96216423,
30.560316429045898,2.0,1.0,123.17510203692568,3,1,7,32,206808.47031091628,
66.42460903012974,2.0,1.0,198.6972229096712,3,6,9,5,449510.1291381062,
157.8487838499879,1.0,1.0,187.49499267047239,2,9,7,35,986028.8215751698,
131.68878809195468,3.0,1.0,252.1349815320597,3,4,6,9,891167.3701294139,
139.95789969326088,2.0,1.0,259.1153037062453,2,4,5,7,874270.4222278519,
145.8763747665996,3.0,1.0,254.11527497553297,1,9,9,12,835304.4025129129,
23.48243981344478,3.0,1.0,167.61410291458188,3,1,4,38,158910.90225659325,
120.58213606272673,1.0,1.0,147.35526375237498,3,1,9,5,816006.1812139372,
156.77575267135356,1.0,1.0,158.41451049038275,0,6,4,29,816104.9607505254,
57.020599960411275,2.0,1.0,222.48405285400545,1,0,7,35,326506.3191833898,
35.23300273262653,3.0,3.0,208.0691947664601,2,0,5,42,220088.84273712535,
48.89768747674685,2.0,1.0,170.28563180172583,1,5,7,6,279993.6157405734,
54.30009979723402,2.0,1.0,100.89517603408957,1,7,6,25,310928.43162637483,
53.45465348739003,3.0,1.0,172.2407774365177,1,6,5,20,306087.31169978704,
53.462473689841126,3.0,1.0,162.2178836298631,3,3,9,46,361792.47124303546,
99.74042050680657,3.0,1.0,108.97984526277307,3,0,7,44,674965.6483784058,
56.31592350354182,1.0,2.0,208.62709449095763,0,5,6,7,293155.6937687434,
51.31209840393107,3.0,2.0,114.1016090827861,2,9,9,13,320529.6023684327,
105.13136516713402,1.0,1.0,161.5193096071095,1,2,8,5,601993.9301809862,
29.551436339430484,2.0,1.0,118.01632123862484,1,6,7,47,169214.82258111477,
134.38928240954507,2.0,2.0,248.08359012218295,3,9,9,4,909442.2168640958,
64.87420031612916,2.0,3.0,161.37409760948384,2,9,9,35,405247.5396271433,
106.50584714282252,2.0,2.0,107.15874552534015,1,6,9,3,609864.3673734665,
92.06595287877023,3.0,1.0,95.03957270560065,3,7,5,44,623030.8160186091,
128.7716097072626,2.0,1.0,107.68948494792454,0,0,5,23,670327.8261800366,
118.43195743150403,2.0,2.0,184.13990775013912,0,7,4,30,616504.187186761,
138.29749940507674,1.0,1.0,170.69842934764839,2,5,5,6,863898.4541988983,
26.176810858384734,2.0,1.0,197.6558308900207,3,9,7,25,177144.31144094488,
41.153299854332985,1.0,2.0,207.96225263963967,1,5,7,26,235648.3878987175,
53.88401423365645,2.0,1.0,80.24088190776084,0,6,6,37,280496.2538653732,
122.4864227806136,2.0,3.0,145.18872789035242,1,6,5,30,701370.9269948936,
74.8537246973786,2.0,2.0,146.700905488817,2,7,6,42,467586.3073104954,
49.93462105059247,3.0,1.0,147.313525644741,0,8,7,25,259937.46646532544,
22.52317621348621,3.0,2.0,274.9468243369844,3,2,5,13,152419.3517455579,
149.29964361097998,3.0,2.0,149.19505014541554,1,3,5,33,854906.4219713161,
31.703735297857563,1.0,1.0,248.64840668385077,1,4,5,3,181539.1266253755,
148.57032258301365,2.0,2.0,99.35548200191842,3,8,5,35,1005408.475345152,
53.70751056222854,1.0,1.0,202.84809914669376,0,1,7,48,279577.4541186741,
120.25387696224541,2.0,1.0,141.0642884294591,0,8,9,1,625988.291340566,
64.2654970398018,3.0,1.0,112.20327937380287,3,1,4,34,434898.9372354829,
30.625062669423627,3.0,2.0,94.92533586293983,2,6,6,28,191304.57465732208,
129.07922956907714,2.0,3.0,250.32868652615417,1,3,8,41,739122.0744588454,
129.448748441485,4.0,1.0,255.68796580555315,0,7,7,40,673852.7097841593,
150.5245523816368,1.0,1.0,174.51552913888528,3,0,8,18,1018633.1838074354,
154.19534493656352,1.0,2.0,177.93303274308727,0,0,4,22,802672.5037714432,
64.08408634464121,1.0,2.0,142.57247334501355,1,2,7,45,366952.6305431111,
71.16597637281731,2.0,1.0,144.9759703295862,3,5,7,38,481596.0183532907,
50.85680896799555,2.0,2.0,116.19543389401778,0,1,9,14,264737.9673164648,
148.03115361193005,1.0,2.0,183.07418491778105,2,3,4,16,924701.3527269283,
86.0427310081577,2.0,1.0,92.8064904271275,1,7,8,34,492690.280590963,
127.35826451845435,2.0,1.0,189.2876207094642,3,8,7,9,861861.7522389606,
133.40060021630143,4.0,2.0,192.1853629804596,0,1,9,18,694424.2955212677,
38.105797633797806,3.0,1.0,255.5256303417562,0,7,5,47,198361.86369641573,
136.6653629647532,4.0,1.0,236.94850162336235,2,0,8,24,853703.0410214897,
97.98898168154994,3.0,1.0,266.59728684481126,1,4,7,34,561095.8452135641,
70.06177501618245,3.0,1.0,182.89647546517887,1,0,9,10,401181.5430190278,
108.51380196201674,1.0,2.0,236.69563449536687,3,8,4,11,734337.0754517749,
68.17566727631538,1.0,1.0,121.55572102184257,2,7,6,35,425870.7050188735,
151.33616888544358,2.0,2.0,253.14916145097473,0,1,6,28,787788.9027092974,
67.93009857592314,2.0,1.0,147.9387732031429,2,2,8,40,424336.71907132503,
46.00004792652838,1.0,1.0,89.62344608685775,3,1,7,4,311292.57342611806,
142.5557440380877,3.0,2.0,80.8463205940384,2,3,9,35,890498.2913028504,
85.38750476124132,1.0,2.0,214.66036203998985,2,9,8,3,533387.3257901407,
38.85480625058513,3.0,1.0,89.26563245255596,0,9,7,48,202260.86999929993,
135.79527099446267,3.0,3.0,174.05582534390842,0,3,8,28,706889.8883704278,
141.0062475664226,2.0,2.0,110.95511644982992,2,0,4,30,880819.102507561,
72.0481644709686,2.0,3.0,108.46710463626525,0,1,4,40,375050.75520821335,
83.38612799502022,1.0,2.0,174.55533473611956,0,0,8,20,434071.15931486036,
81.57732885429462,2.0,1.0,185.50809317786235,3,1,4,26,552051.9603119161,
149.23766422498363,4.0,1.0,208.20656488990295,1,4,4,28,854551.5210898634,
86.5401365583062,4.0,2.0,164.46806465364108,0,7,6,47,450489.5275311697,
65.38178676016106,3.0,1.0,101.51274841432294,0,7,6,38,340348.5526843861,
156.63760228549936,1.0,1.0,205.40324080923793,0,1,8,16,815385.8111798544,
107.2317677838719,1.0,2.0,208.53187193510539,2,1,6,38,669841.1672518031,
157.20456850542473,2.0,2.0,110.3157589320895,2,4,4,17,982004.6227087157,
99.46642922682572,1.0,1.0,114.66161602526242,0,3,7,8,517778.06795365503,
89.41964589374597,2.0,1.0,95.21615322983699,3,2,4,23,605122.6670366895,
94.80080872267764,1.0,3.0,80.57482435281571,2,2,6,11,592189.1029457056,
54.73705572203855,1.0,1.0,274.9036745631527,3,3,4,31,370417.8518400111,
83.82380445071976,2.0,2.0,76.10294645500157,3,1,8,29,567254.3612021739,
115.66872370066804,2.0,2.0,178.46414550910362,0,8,5,9,602120.0192460989,
40.079695507426166,1.0,1.0,274.06257588807216,2,8,9,29,250364.5195507921,
45.71931102012242,2.0,2.0,254.46682544289442,0,8,7,16,237994.43402344297,
54.39234157925668,2.0,2.0,243.43887062386202,3,9,8,5,368085.0944312723,
57.339525653667266,1.0,2.0,120.72675434679635,0,3,6,33,298484.11208801914,
91.74237028625713,2.0,1.0,190.8259636296543,0,5,4,21,477570.04655291134,
93.82582708366657,1.0,2.0,185.75211053851388,0,0,7,29,488415.5975957413,
92.92410208671276,2.0,1.0,94.8038510276551,3,4,4,36,628838.1029099334,
74.27837058888099,3.0,3.0,245.82134308585591,3,8,8,18,502658.28347489465,
83.88191087691597,2.0,1.0,185.04493071551184,0,0,8,9,436651.9848728693,
122.73458095599968,1.0,2.0,104.06620825404156,1,5,9,10,702791.9084029606,
39.14466729016038,1.0,1.0,107.66126045611213,0,7,7,48,203769.7578744649,
28.96817100308292,1.0,2.0,134.58048192331552,2,8,4,48,180954.52382137591,
64.20472478423255,3.0,1.0,198.90821813877994,0,1,8,13,334221.2906473811,
39.7237163739227,1.0,1.0,108.05315648352239,2,5,7,28,248140.83637153267,
107.74785518002447,3.0,1.0,147.12794489887187,0,2,5,3,560887.4945539623,
76.09640669869766,3.0,1.0,158.11631309086778,3,9,8,13,514961.3389001926,
70.90892850966046,1.0,1.0,190.5323480009662,1,8,7,31,406032.43846963503,
44.5487909187388,2.0,1.0,200.11605108108205,0,8,5,4,231901.22608075882,
156.6944582327926,1.0,1.0,268.6678021301642,1,9,7,32,897249.9557974751,
104.98006230899516,1.0,2.0,94.72286423377307,0,3,6,13,546479.5937536896,
77.45307046570488,3.0,1.0,219.5753917022032,3,5,9,10,524142.18488496594,
54.05470249498772,1.0,1.0,262.2139214566292,3,2,5,47,365800.21551985916,
154.9422578894058,2.0,2.0,248.5979868944078,3,6,8,45,1048528.7812717821,
77.17624824282996,3.0,1.0,245.71095073391967,2,6,4,23,482094.3389769184,
139.2305341771244,4.0,1.0,140.23943107107465,1,1,4,32,797249.5775855066,
59.987049496895544,3.0,1.0,126.81337586733785,0,0,6,21,312265.94572841155,
105.27964549851953,3.0,1.0,97.09011327895388,3,0,8,46,712450.8180723742,
146.47825654388583,2.0,2.0,174.13221690860263,1,4,8,23,838750.8447429441,
123.75832332995176,3.0,2.0,260.11470104734155,1,1,5,2,708653.9714914451,
91.7623825062118,3.0,2.0,137.94914019114117,1,1,8,35,525441.6434131359,
138.7930943504622,3.0,2.0,111.74009940708629,0,4,7,12,722495.2257430613,
110.07758797256086,1.0,1.0,274.99576540725974,0,1,9,37,573015.0490821028,
95.47556261533252,2.0,2.0,108.04543035213483,0,2,8,14,497003.38829920127,
97.02836129131624,1.0,1.0,244.11020257581495,1,5,5,39,555595.225648609,
114.71375348237464,2.0,3.0,189.43780768113226,2,7,8,10,716578.6419500442,
54.09631309180648,2.0,1.0,229.8942909257968,2,9,9,32,337921.66495351476,
27.456195737564283,3.0,1.0,117.48578402898721,0,9,4,9,142924.7645950414,
51.87237277342888,1.0,1.0,145.37683151538562,0,8,5,46,270024.5415822586,
64.42157788985061,3.0,1.0,218.0105916576045,1,0,9,30,368885.144796878,
81.58691422004102,2.0,3.0,140.16737142356612,2,1,8,6,509646.30149317224,
92.93258470173308,2.0,2.0,79.74412262093156,2,3,5,14,580518.9292206989,
97.03783046509994,2.0,1.0,195.7478750687367,0,8,5,5,505135.86108591437,
66.69043543771781,4.0,3.0,101.3085630619205,0,9,7,4,347160.7966662249,
122.82902436227177,2.0,3.0,256.1406735722069,1,6,9,34,703332.7018876742,
33.693239455672234,3.0,1.0,232.25017146864184,3,3,8,48,228009.6584675491,
105.64050639245927,4.0,1.0,213.2374060616181,0,3,5,13,549917.5724183066,
46.61223297151536,2.0,2.0,88.81652732031387,0,5,4,29,242642.5892494773,
30.89076376794058,2.0,2.0,144.0326957002289,0,6,8,42,160803.6008300112,
25.947262249052,1.0,1.0,206.57682325960872,0,0,7,23,135069.92681283067,
48.84421592164561,3.0,2.0,174.7286732402876,3,1,8,47,330539.69194804574,
91.20127525077747,3.0,1.0,145.5362528475763,3,5,4,2,617179.3498542309,
21.60800802263611,2.0,1.0,213.10801281863345,2,5,8,13,134978.03510095482,
77.1344806511697,4.0,2.0,206.4988660020892,1,6,8,17,441680.6448375042,
118.23105935125187,2.0,1.0,136.56634940829974,0,9,9,6,615458.4009787192,
108.98022482645813,3.0,2.0,153.72283687542455,1,9,5,47,624032.9301440144,
86.29600379102241,3.0,2.0,209.75333632686645,3,6,4,40,583984.2849599564,
107.4988346373518,1.0,3.0,245.03606246303974,0,0,5,11,559591.2041726941,
85.93055575917758,3.0,2.0,261.4142106899816,0,1,8,21,447316.3205417573,
93.10425860953386,1.0,1.0,166.02523712524925,0,1,5,8,484659.43249222974,
116.57693260649762,1.0,1.0,272.05105002680864,1,9,8,9,667532.5267265583,
159.12281829600968,4.0,3.0,222.5062989445875,3,5,9,5,1076819.5649990868,
122.01517172739737,1.0,1.0,98.59972525223444,0,6,8,35,635156.8098818079,
108.25483215447845,3.0,2.0,131.39661729619232,3,4,5,32,732584.5690640201,
76.63503812530803,2.0,1.0,219.6600606978484,3,5,4,8,518606.3777746201,
74.53416670934979,1.0,1.0,176.43640055309174,3,4,9,32,504389.31281513214,
51.10128290733125,2.0,3.0,273.959893510233,1,6,6,5,292611.6491093731,
115.14817410394254,3.0,2.0,273.1425249657242,0,5,9,19,599410.2691669848,
116.81991535814979,3.0,2.0,158.1821809041142,3,6,9,6,790546.3954590322,
103.71553842259709,2.0,1.0,226.9079771208484,2,4,4,36,647876.4526121212,
34.839007505028746,3.0,1.0,214.94700093973026,1,1,6,31,199492.04519712285,
140.3540724533114,4.0,1.0,97.40553945888313,0,7,6,49,730620.9846799592,
45.858193916060756,1.0,1.0,234.74115498089137,3,0,8,37,310332.6157312954,
115.73509342312575,3.0,2.0,156.76190007828063,1,2,9,40,662712.0616087249,
115.79575987021099,2.0,1.0,208.2594395721049,0,7,9,21,602781.3131413104,
123.23473455058614,2.0,1.0,215.6999192822046,1,6,5,43,705655.843705433,
88.87121552052487,2.0,2.0,205.12000416562591,2,7,8,13,555148.9075451803,
56.14218994259133,3.0,2.0,112.94314354532679,0,3,8,8,292251.3139872745,
155.636866153047,3.0,1.0,267.1252605877427,0,4,8,41,810176.4231961864,
98.30535693941906,2.0,1.0,201.6782378095078,2,5,4,46,614080.8493629027,
95.74631143721247,2.0,1.0,117.5505045162914,0,3,5,3,498412.7864547743,
148.6040861683394,2.0,1.0,135.0865719421999,3,4,8,26,1005636.9610497958,
104.82187137590283,1.0,2.0,211.1510270943888,0,5,7,13,545656.1219920005,
133.01068792017207,2.0,2.0,187.79985404742888,3,4,9,26,900112.9607947669,
86.70328395896883,3.0,2.0,252.76462576939122,3,3,4,8,586740.4406010975,
121.80083719190341,2.0,1.0,84.93716423967538,1,4,7,35,697445.1873988466,
81.96024760181248,2.0,2.0,139.53806515471462,3,8,5,31,554643.2567931357,
124.83949096571365,4.0,2.0,135.52979853320662,3,2,7,23,844816.650408575,
116.13014702732934,3.0,3.0,127.88297159625793,2,7,4,2,725426.3810580353,
26.95063073845016,3.0,1.0,270.5360509696393,0,4,9,25,140293.01767800516,
158.75381778524607,3.0,1.0,100.23369439272729,1,5,9,37,909042.078430586,
45.57830826811389,4.0,1.0,221.79289333894923,0,2,6,42,237260.43630100903,
127.56322838523894,1.0,1.0,114.94851922893305,1,5,8,48,730441.2824861842,
40.18680574092343,2.0,1.0,177.41384853041745,0,6,9,40,209194.66794483448,
75.12941658364738,4.0,3.0,221.45135688114468,1,1,7,2,430199.42421078135,
158.76169218160223,4.0,1.0,107.1296711704325,3,4,6,26,1074375.7441216647,
92.76126837020392,4.0,1.0,144.15682384918398,1,3,6,21,531161.3753514674,
84.95660989854397,2.0,3.0,191.07899609642521,0,1,8,12,442246.3908184298,
109.11019872533913,1.0,1.0,217.30351380705855,3,4,9,32,738373.0252302221,
64.7678979168974,4.0,2.0,122.59884267381446,3,2,8,4,438298.7959089439,
108.50023886238141,2.0,2.0,192.71896279065626,2,7,6,18,677764.8839396274,
135.922950668588,3.0,2.0,156.97325917995803,0,9,9,23,707554.5320647822,
124.23191762992055,2.0,3.0,242.09704460064285,1,7,5,39,711365.8253087742,
60.4954276567563,2.0,2.0,84.73579256250443,3,9,6,20,409386.03772464494,
98.7985751350747,2.0,1.0,215.2028328998622,2,9,4,1,617161.8192910838,
141.89136092329002,1.0,1.0,165.55467327892967,3,8,8,23,960210.4536780765,
131.9374669285359,4.0,3.0,264.0860335024375,1,7,5,48,755488.660573991,
149.4036208895539,1.0,3.0,121.12102400041924,2,0,5,1,933274.6990613039,
132.49578748826266,1.0,1.0,80.60259507088298,2,4,6,29,827657.0906297532,
110.19291967772647,2.0,1.0,143.12019868233324,2,7,6,44,688338.4976789879,
105.96834947503531,2.0,1.0,203.35374912389247,3,8,6,3,717111.4313291436,
41.84742658271365,3.0,3.0,266.0796076825668,1,7,9,34,239623.03501375546,
123.80722396400505,2.0,1.0,245.9122755782875,0,2,5,14,644485.4381632834,
42.43808899143791,3.0,1.0,83.51451625320756,1,4,7,15,243005.2338872582,
159.28100625182216,3.0,2.0,77.90738222487781,0,9,7,16,829146.1985702818,
41.33954622007052,2.0,1.0,201.04752298209027,2,2,7,22,258234.38768186318,
45.157121248834734,2.0,2.0,149.91007038075043,0,5,8,42,235067.92368358915,
97.9318675542662,2.0,2.0,89.31228856153626,1,3,7,23,560768.8033464891,
35.15434797089904,2.0,1.0,254.84431902277004,1,4,5,2,201297.71989841273,
96.4883289268031,3.0,2.0,181.35912703941602,0,3,8,22,502275.4000534984,
72.45360882885404,1.0,2.0,104.01720938180432,0,5,5,14,377161.3185200812,
53.85584253128117,4.0,3.0,146.11072426260165,2,1,6,11,336419.5253890843,
82.13198506825877,2.0,3.0,127.29180890441367,2,9,7,6,513051.1776856547,
105.706371696297,2.0,2.0,86.54676414353806,2,1,5,23,660312.5255354611,
68.80813492142201,4.0,1.0,114.26517720551317,2,7,4,31,429821.519916387,
118.79537879314734,4.0,1.0,111.08248313106074,2,8,7,9,742075.1969258328,
142.73030164782975,2.0,2.0,234.51388267043362,1,6,8,21,817289.6367159106,
81.8984521279626,1.0,1.0,217.08696629998846,2,9,6,3,511592.375125997,
29.01843306362724,2.0,1.0,175.15962127290493,0,4,4,44,151057.07848890143,
88.85679521416291,3.0,1.0,200.6172357251136,1,3,6,26,508803.9262994686,
154.1230165613409,3.0,1.0,174.5402738342327,0,5,5,20,802295.9943634741,
63.222202738365105,2.0,1.0,148.70532133909782,0,2,7,21,329106.71711151,
159.10095903815636,1.0,1.0,206.55728690811011,3,3,9,23,1076671.6385308097,
